album,album_type,track_id,track_number,name,popularity,duration_ms,release_date,artists
Criolo E Emicida Ao Vivo (Live),album,2SPPB8Wi85U3cn6ptXLsR4,6,Demorô - Live,32,213773,2013-01-01,"['Criolo', 'Emicida']"
Criolo E Emicida Ao Vivo (Live),album,0s76fxVvT3GOz0sEU64v4j,7,Viva (Melô Dos Vileiros) - Live,31,213960,2013-01-01,"['Criolo', 'Emicida']"
Criolo E Emicida Ao Vivo (Live),album,4dr8LN0s4WhnLLTzfsZkj5,8,Só Mais Uma Noite - Live,32,188666,2013-01-01,"['Criolo', 'Emicida', 'Evandro Fióti']"
Criolo E Emicida Ao Vivo (Live),album,1Yxukx85EzhKgZpzbNywQv,9,Não Existe Amor Em SP - Live,34,392480,2013-01-01,"['Criolo', 'Emicida']"
Criolo E Emicida Ao Vivo (Live),album,6KzAGApzyPBttDCH9rKUNv,10,Linha De Frente - Live,34,240373,2013-01-01,"['Criolo', 'Emicida', 'Rodrigo Campos']"
Criolo E Emicida Ao Vivo (Live),album,2e1FJPgVRQZFT53QKUR7BD,11,A Cada Vento - Live,35,243373,2013-01-01,"['Criolo', 'Emicida']"
Criolo E Emicida Ao Vivo (Live),album,1FsemVMaaJRX9YKHBT5kAs,12,Outras Palavras - Live,31,294813,2013-01-01,"['Emicida', 'Criolo']"
Criolo E Emicida Ao Vivo (Live),album,1b0rnT35mqbls6Mh1EwVwE,13,Lion Man - Live,31,247680,2013-01-01,"['Criolo', 'Emicida']"
Criolo E Emicida Ao Vivo (Live),album,0UZ3juSCFsN6lINBadUZNZ,14,Grajauex - Live,32,191453,2013-01-01,"['Criolo', 'Emicida']"
Criolo E Emicida Ao Vivo (Live),album,19Oj8jiVAn3qRr0DhlLU1j,15,Triunfo - Live,36,273426,2013-01-01,"['Criolo', 'Emicida']"
Criolo E Emicida Ao Vivo (Live),album,0ITzKSRykU81569IrYUhVC,16,"Capítulo 4, Versículo 3 - Live",34,127053,2013-01-01,"['Criolo', 'Emicida', 'Mano Brown']"
Criolo E Emicida Ao Vivo (Live),album,3KYbhVPCxYHIeZg8Zy07ay,17,Vida Loka I - Live,39,271840,2013-01-01,"['Criolo', 'Emicida', 'Mano Brown']"
Criolo E Emicida Ao Vivo (Live),album,3xfUu8alkwuMg8UBht9TtW,18,Bogotá - Live,31,369773,2013-01-01,"['Criolo', 'Emicida']"
Doozicabraba e a Revolução Silenciosa,album,0pmExfJ9NhCdFgAvdhjNRl,1,Intro (Shiiiiu!),19,136493,2011-12-20,['Emicida']
Doozicabraba e a Revolução Silenciosa,album,3YEu2zvGsP1j30P7MdM8Uk,2,Licença Aqui,28,226440,2011-12-20,"['Emicida', 'Rael', 'Fióti']"
Doozicabraba e a Revolução Silenciosa,album,0jy5rowvJT5t6GQcyU7Md1,3,Cacariacô,25,156400,2011-12-20,"['Emicida', 'Fabiana Cozza']"
Doozicabraba e a Revolução Silenciosa,album,3njVe1xxVf8LLzIbHYgUbJ,4,Viva! (Melo dos Vileiro),34,195613,2011-12-20,"['Emicida', 'Rael']"
Doozicabraba e a Revolução Silenciosa,album,3tJPVeNIvz1AWtQZXYZagx,5,Num É Só Ver,38,258666,2011-12-20,"['Emicida', 'Rael']"
Doozicabraba e a Revolução Silenciosa,album,0Zli2GQT2t2Cdn5Y5FxMN2,6,"Zica, Vai Lá...",34,242026,2011-12-20,"['Emicida', 'Fióti']"
Doozicabraba e a Revolução Silenciosa,album,4d23omGuGadPOnTk8Hay2B,7,Pequenas Empresas,24,240013,2011-12-20,"['Emicida', 'Don Pixote', 'MV Bill']"
Doozicabraba e a Revolução Silenciosa,album,7peVT3FS4rLm0LAFmu6sig,8,1989,23,176146,2011-12-20,['Emicida']
Doozicabraba e a Revolução Silenciosa,album,3k5AG1YfQBJxOMEOYdXa6g,9,Canção para Meus Amigos Mortos,22,189733,2011-12-20,"['Emicida', 'Srta. Paola']"
Doozicabraba e a Revolução Silenciosa,album,1qhAtTklCGQEgnU2ivchW4,10,Sorrisos e Lágrimas,34,174040,2011-12-20,"['Emicida', 'Rael']"
Emicidio,album,3dHGvbOKarhoCCnO0agLOU,1,E Agora?,28,200066,2010-09-15,"['Emicida', 'Kaion']"
Emicidio,album,6Lbp3RoCLwdETIRL4LCwDA,2,Cê Lá Faz Idéia?,37,138466,2010-09-15,['Emicida']
Emicidio,album,11EwENgj6ssityd6UW6ZN3,3,Rinha (Já Ouviu Falar?),29,127000,2010-09-15,['Emicida']
Emicidio,album,1VwvVtK7KGK8f9tC65FOIh,4,Isso Não Pode Se Perder,28,230413,2010-09-15,"['Emicida', 'Xênia França']"
Emicidio,album,4voIFUvBEUtBMVBfxyBWJN,5,Santo Amaro da Purificação,27,165146,2010-09-15,"['Emicida', 'Curumim']"
Emicidio,album,4g5TnkdXNC2blq6pBS22Ig,6,Então Toma,34,166586,2010-09-15,['Emicida']
Emicidio,album,7ud6onCRZu5rUb0MUZoFhX,7,Emicidio,29,204506,2010-09-15,['Emicida']
Emicidio,album,66nm77ff6ft4sZ7bG5RtDc,8,Santa Cruz,26,223026,2010-09-15,['Emicida']
Emicidio,album,0TAjOgOFn8acTTjswI27WI,9,Velhos Amigos,29,223186,2010-09-15,['Emicida']
Emicidio,album,4vHOJK3A4vxlMjVEBdL8Xs,10,Rua Augusta,40,153053,2010-09-15,['Emicida']
Emicidio,album,7hOPOvcVUjUtFYbHWuoZoh,11,I Love Quebrada,31,216600,2010-09-15,['Emicida']
Emicidio,album,5yqbISO0lUFwY3wdrLgiR0,12,Eu Gosto Dela,50,197746,2010-09-15,"['Emicida', 'Cohen']"
Emicidio,album,67pNalHivsFuW2Kcd2vS7A,13,Só Mais uma Noite,30,189520,2010-09-15,"['Emicida', 'Fióti']"
Emicidio,album,6WEnwoDXLxbPKqSzNGpfEI,14,De Onde Cê Vem?!,26,262333,2010-09-15,"['Emicida', 'Kamau']"
Emicidio,album,1oO9SDF8DP30r0opnyesYW,15,Um Final de Semana,25,172733,2010-09-15,"['Emicida', 'Fióti']"
Emicidio,album,6c6whZDeo8lbZrXahHjkVO,16,Novo Nego Véio,23,161600,2010-09-15,['Emicida']
Emicidio,album,2LAhOdcfPJUgWqwm6zmLG6,17,Avua Besouro,25,229613,2010-09-15,['Emicida']
Emicidio,album,25XUxLporfgzl2rf2mtgmj,18,Beira de Piscina,42,228786,2010-09-15,"['Emicida', 'Rael', 'Xênia França']"
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,2QlM7fOgPNyVKH7YA6UYJV,1,Intro (É Necessário Voltar ao Começo),29,337773,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,7p7gRmIidSlIYrGNaaLYDK,2,E.M.I.C.I.D.A (Adoooro),31,204840,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,1dlwq2SjJVpp1KRlzzeXXg,3,Sozim,32,194240,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,2z39qAqEgZUC7vJUnatv5Y,4,Rotina,30,170586,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,1c8u8eAFIBHzox24Q9MMRC,5,Pra Mim (Isso É Viver),29,151173,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,0aK5pOk6Xo2hB2Mto0vSBa,6,Ainda Ontem,31,217346,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,3KbDMWpZCNscdAq7ea2iNW,7,Pra Não Ter Tempo Ruim,29,197746,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,0zUF40Gv49uGEhQnf5vBRu,8,Só Isso,33,231533,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,6s7zBFmqbgOqixjB8WTHoE,9,Vou Busca Minha Fulô,28,83800,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,7invwIucvRT7MQx2KlvPUg,10,Ela Diz,35,209973,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,60U9NrQvXR3qD3pywGznBn,11,"Por Deus, por Favor",27,181653,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,1Mu24wXS9kB5bxTHeV0OhG,12,Preciso (Melô do Mundiko),27,214920,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,5EqGjbo9XYrgIV7Kn0Lx8L,13,A Cada Vento,32,207546,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,6uottiJzSnnRsxwoavPg6O,14,Sei Lá,34,226066,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,7i9MpNHuZWqpCSbg6uHBTm,15,Cidadão,28,85920,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,3PNPGfkDqzjE8vykLzwJDk,16,Soldado Sem Bandeira,28,209706,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,047meJmEnLUrFVnz7DTuDx,17,Vai Ser Rimando,28,203306,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,12Kj6lgdFeVIcv1CRMc7Nv,18,"Um, Dois, Três, Quatro",24,40266,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,2U9j25wlLoCCekKxulgpty,19,Fica Mais um Pouco Amor,29,146906,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,1JGmmlyyoClHQsGsQQHtsW,20,Outras Palavras,29,221266,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,4yN4ZPyoC6xAGMV5kL1zQ6,21,Hey Rap!,27,127453,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,669EOlOmIu0bLlJ9EKEFfO,22,Essa É Pra Você Primo,27,227826,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,3XELYgcY0b9mGsJE28r4Fh,23,Triunfo (A Rua É Nóiz),47,209373,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,2tcNin6noNygyGiLocD07c,24,Eu Tô Bem,30,198493,2009-05-01,['Emicida']
Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,album,1ZN5EnxScmBM9stqKkXxPM,25,Ooorra,32,239653,2009-05-01,['Emicida']
"Trevo, Figuinha e Suor na Camisa",single,5XlSsxpTi0usJnQSUwBORk,1,"Trevo, Figuinha e Suor na Camisa",55,170453,2020-09-25,"['Emicida', 'Ivete Sangalo']"
Sementes,single,3u5gwRpfb4BCjqvmi7SuT8,1,Sementes,44,236906,2020-06-09,"['Emicida', 'Drik Barbosa']"
Quem Tem Um Amigo (Tem Tudo),single,3t7dahQw060tKGj9PsXvH6,1,Quem Tem Um Amigo (Tem Tudo) (feat. Zeca Pagodinho & Tokyo Ska Paradise Orchestra),34,249000,2020-05-07,"['Emicida', 'Zeca Pagodinho', 'Tokyo Ska Paradise Orchestra']"
Quem Tem Um Amigo (Tem Tudo),single,0gTfC9HQGy3sjdZEO2A5EE,2,"Who Has a Friend, Has Everything (feat. Tokyo Ska Paradise Orchestra & Denise D'Paula) - Bonus Track",36,221693,2020-05-07,"['Emicida', 'Tokyo Ska Paradise Orchestra', ""Denise D'Paula""]"
Quem Tem Um Amigo (Tem Tudo),single,08WrWXRoXim0i1RkSVlpJ3,3,"Quem Tem Um Amigo (Tem Tudo) (Remix) (feat. Zeca Pagodinho, Tokyo Ska Paradise Orchestra & Rashid)",48,246533,2020-05-07,"['Emicida', 'Zeca Pagodinho', 'Tokyo Ska Paradise Orchestra', 'Rashid']"
Passarinhos (Remix),single,0gg3CdFwZ6pw2YAqoIq5lN,1,Passarinhos (Remix),50,275706,2020-03-26,"['Emicida', 'Moral Distraida', 'Marcio Arantes']"
Libre,single,3DfxT3t8QHnPysZ6yxFKI7,1,Libre,36,169706,2019-09-19,"['Emicida', 'Ibeyi']"
Hacia El Amor (Acústico),single,1a8JXGNz4a9gmiAdEKUpks,1,Hacia El Amor - Acústico,41,220933,2019-08-27,"['Emicida', 'Ibeyi']"
AmarElo (Sample: Sujeito de Sorte - Belchior),single,1BeAxDuc9FbQNWvXWlO66W,1,AmarElo (Sample: Sujeito de Sorte - Belchior),54,321493,2019-06-25,"['Emicida', 'Majur', 'Pabllo Vittar']"
Final dos Tempos,single,1LHJFQvjlsbNMdaUfATEDi,1,Final dos Tempos,33,176973,2019-05-29,['Emicida']
Mil Coisas,single,0c68eyAdaqYMdyVBjygaOK,1,Mil Coisas,53,202800,2019-05-27,"['Emicida', 'Drik Barbosa']"
"Eminência Parda (feat. Dona Onete, Jé Santiago & Papillon)",single,746qyPtzUs4gGEKkuwwSlk,1,"Eminência Parda (feat. Dona Onete, Jé Santiago & Papillon)",42,244946,2019-05-09,"['Emicida', 'Dona Onete', 'Jé Santiago', 'Papillon']"
Vital,single,1fxe4QTVcP32FxjTPDoiZl,1,Vital,37,191560,2019-04-16,['Emicida']
Rap do Motoboy,single,5022KgQuD9TrRgafcwsYp9,1,Rap do Motoboy,36,216906,2018-10-16,"['Emicida', 'Fióti']"
Levanta e Anda,single,5fKqHamS4h3bZk6lwvoSxD,1,Levanta e Anda,43,173812,2018-10-05,"['Emicida', 'Barbatuques']"
Inácio da Catingueira,single,0kvRmw3KwsNpkqu0Idfxrc,1,Inácio da Catingueira,39,235413,2018-09-18,['Emicida']
Hacia El Amor,single,4SU3ZAVGAhdGtSXhbMGfd8,1,Hacia El Amor,33,217346,2018-06-08,"['Emicida', 'Ibeyi']"
Triunfo (Ao Vivo),single,27sRlAw1fQVVWV08tSlxUn,1,Triunfo - Ao Vivo,17,259279,2018-04-06,['Emicida']
Hoje Cedo (feat. Pitty) [Ao Vivo],single,6hjWAmXyRzt27yO4ItBgf6,1,Hoje Cedo (feat. Pitty) - Ao Vivo,28,342000,2018-03-23,"['Emicida', 'Pitty']"
Como Tudo Deve Ser (Ao Vivo),single,3SjfnU03zLrZbrTgSKfiSt,1,Como Tudo Deve Ser - Ao Vivo,20,177290,2018-03-16,['Emicida']
Levanta e Anda (feat. Rael) [Ao Vivo],single,0BjPi6q4lvoo6MxHlMyzYU,1,Levanta e Anda (feat. Rael) - Ao Vivo,15,186146,2018-02-23,"['Emicida', 'Rael']"
Pantera Negra,single,3oA8ovg8QzMjPTwG7kezA3,1,Pantera Negra,47,199613,2018-02-02,['Emicida']
Oásis,single,10pq1eFjs95Kp7aJbUp6FO,1,Oásis,39,229800,2017-09-12,"['Emicida', 'Miguel']"
A Chapa é Quente (Língua Franca),single,1uVOvs9a0rDTll1fuDhO7h,1,A Chapa é Quente - Língua Franca,28,244453,2017-04-28,"['Emicida', 'Rael']"
"Yasuke (Bendito, Louvado Seja)",single,7lvGzIPx6hojokn0PlKYMr,1,"Yasuke (Bendito, Louvado Seja)",27,351210,2017-02-03,['Emicida']
Rdio Sessions,single,6D7xE2MBqWKm6wBBVYceEa,1,Levanta e Anda (Rdio Sessions) - Ao Vivo,18,185786,2016-01-01,['Emicida']
Rdio Sessions,single,2Oc2oLhrsqADmYYFos8tPt,2,Passarinhos (Rdio Sessions) (feat. Xênia França) - Ao Vivo,50,229413,2016-01-01,"['Emicida', 'Xênia França']"
Rdio Sessions,single,1hMrb30h4rupQDVowEUIuu,3,Mufete (Rdio Sessions) - Ao Vivo,12,232280,2016-01-01,['Emicida']
Rdio Sessions,single,6yu7JweNS9iukYUILzzrY0,4,Triunfo (Rdio Sessions) - Ao Vivo,32,308906,2016-01-01,['Emicida']
Rdio Sessions,single,79R3QY7PcTUpeRZQRyF567,5,Boa Esperança (Rdio Sessions) (feat. Jota Ghetto) - Ao Vivo,11,186573,2016-01-01,"['Emicida', 'Jota Ghetto']"
Bonjour,single,1d5Hpa1FxneKB3DIgH6OZc,1,Bonjour,32,212362,2015-02-23,"['Emicida', 'Féfé']"
Minha Vida (Remix),single,5NCCdivQoIpi1QZiDPmG57,1,Minha Vida - Remix,25,371905,2014-11-07,"['Emicida', 'Lakers Epá']"
Crisântemo,single,0aLHKvkW5uSHYkZtJL6k4C,1,Crisântemo,10,314440,2014-03-03,"['Emicida', 'Dona Jacira']"
"Papel, Caneta e Coração",single,4k9Ik0Ttw0FVQDsSNNyItA,1,"Papel, Caneta e Coração",32,171306,2013-12-29,"['Emicida', 'Coyote Beatz']"
"Aos Olhos de uma Criança (Tema do Filme ""O Menino e o Mundo"")",single,0imiKTAc5BffkEJ3pDkBk0,1,"Aos Olhos de uma Criança - Tema do Filme ""O Menino e o Mundo""",31,208966,2013-11-19,"['Emicida', 'Drik Barbosa']"
Hoje Cedo,single,2g56r0T9P7IOSI1IFNNWKD,1,Hoje Cedo,18,194080,2013-07-30,"['Emicida', 'Pitty']"
Avua Besouro,single,5AEPgvi0qSS91PQtiV2uzZ,1,Avua Besouro,7,229613,2011-12-22,['Emicida']
Quero Ver Quarta-Feira,single,0NIFvEPGkZodCyN48la4Hd,1,Quero Ver Quarta-Feira,15,266053,2011-12-22,"['Emicida', ""Mart'nália""]"
Sua Mina Ouve Meu Rep Tamem,single,2vi1oW1hZexBEhpTxY7oye,1,Intro,14,49000,2010-01-26,['Emicida']
Sua Mina Ouve Meu Rep Tamem,single,6ZEJCYvM9fA4J8caTISj3z,2,Quer Saber?,36,215720,2010-01-26,"['Emicida', 'Fióti']"
Sua Mina Ouve Meu Rep Tamem,single,6f7Am9gKBzcYq4N1VT2mNs,3,Chegaí,24,171960,2010-01-26,"['Emicida', 'Fióti']"
Sua Mina Ouve Meu Rep Tamem,single,1iuUsfIr9AlrG5UFk6DLt2,4,Vacilão,27,180546,2010-01-26,['Emicida']
Sua Mina Ouve Meu Rep Tamem,single,3HwQeHdIeBqiMltNdz6Obm,5,Volúpia,27,172666,2010-01-26,"['Emicida', 'Xênia França']"
Sua Mina Ouve Meu Rep Tamem,single,6VRxAU85cQfxPjVvJQwiGl,6,Num Vejo a Hora,31,196346,2010-01-26,['Emicida']
Triunfo,single,6g6H6yu4ppSf6q6kSu4Kj8,1,Triunfo,15,209373,2009,['Emicida']
